challenge,prediction,d12,d13,d23,d14,d24,d34
24,3,0.3620568944049396,0.3623855155079274,0.5479585663292006,0.7401366555999788,0.743277881922944,0.9292043411251572
25,3,0.5105940777745863,0.5381950611437445,0.45322880913496066,0.8058059552904364,0.7687798220362474,0.4137489148237292
26,3,0.269581953670467,0.2568552184488325,0.3331521780157337,0.521273517225356,0.6201980619586895,0.6074876370638291
27,1,1.034111135857033,0.7393345912712523,0.5773794167028528,0.3417382970088533,0.9041872234197981,0.6715434911760428
28,3,0.24059768707439633,0.33476103095520693,0.37611468079079324,0.7200604282976998,0.7861795153015168,0.6870036474753243
29,3,0.6089980029342292,0.4679395593633364,0.6566612933836327,0.7614128617125089,0.7070397945303529,0.5620637273556002
30,3,0.3281738714674801,0.6056667782817912,0.3421251581175698,0.7375206913222028,0.7691203203125071,0.6427457899638775
31,3,0.6480238866134226,0.3117151021638833,0.7879280245392374,1.005953371817639,0.9524807242172256,0.9984407985039367
32,3,0.7076281236518333,0.5884405946086263,1.0328189690936418,1.0304057210015687,0.9098062210419466,0.8078915665746856
33,3,0.5860398007799412,0.795051169779847,0.8449562791141074,0.9422207801960603,0.8103493153880545,0.6410246580047128
34,2,0.32869584067509017,0.628872180467106,0.5483026403447793,0.646019090973857,0.5082699376451736,0.62584146246157
35,3,0.3193954783571271,0.7868781220705326,0.659940685425146,0.8087125656526869,0.7175533892395767,0.9573595583464238
36,2,0.31446300072427724,0.836577067841463,0.9132282891497164,0.7368529485810802,0.6732227832419617,0.7993061761689411
37,3,0.8272301568630993,0.353445178231533,0.7194958669695769,1.0443393467147026,0.9284038623580042,1.044982700630712
38,3,0.5275419821653787,0.5193227109250079,0.5443980706002791,0.7855618172162455,0.9687412960953451,0.7626267483658018
39,3,0.3193954783571271,0.2724763750400182,0.5973604387432212,0.7684079735086125,0.9798658168375958,0.7212783456734297
40,dont_know
41,3,0.12122892893056858,0.11303100616094786,0.15818044178526625,0.6926683234125354,0.7772536054689864,0.8281455121215819
42,2,0.4351962240205993,0.924733692502736,0.9356790307299068,0.7001179424565505,0.5123363143220192,0.9142856093126654
43,3,0.5168419895801046,0.48273836874986453,0.5064366891182539,0.9665267851108765,0.6411793605178525,0.9287537739450127
44,1,0.4870614038126835,0.5774113855434846,0.7737730905792053,0.5122358883147424,0.6803022730258347,0.4329500132586379
45,3,0.2861643142269865,0.183386906610565,0.2231362166382721,0.3829772215808058,0.38723295031397753,0.27775924658284623
46,3,0.45638789460228735,0.4122004904043669,0.19431149162129357,0.7465882184329757,0.757939741658489,0.8083253655884067
47,dont_know
48,3,0.10559137564138843,0.2329797875588543,0.1282282256040903,0.7168505085002208,0.7655411005000201,0.8386674658059887
49,3,0.5941831270274667,0.5019855505557238,0.5780921992312416,0.6420784624597391,0.8086143849199044,0.6190370071833297
50,1,0.22765586297942753,0.4942030799448739,0.7107009616416717,0.35850732614247827,0.5917593681584128,0.3083534031107048
51,1,0.7961436403766627,0.3361491253701645,0.6841868162639636,0.43766235659998187,0.6152604920854732,0.4269986335523668
52,dont_know
53,3,0.1712966889754386,0.1689466111575033,0.082291012734385,0.2953576738686384,0.421390817764113,0.3541610054850688
54,0,0.5298948273712666,0.40679648262182566,0.337427895795692,0.43652971910844773,0.39885278741752694,0.41913765764616207
55,0,0.47374366422540526,0.619507805352949,0.3539654622970886,0.7694317304700584,0.5959538730471309,0.37700696354048036
56,0,0.5409637867148271,0.5979848141574671,0.3950865169164587,0.4064332470830301,0.4683608393228198,0.5381693527508853
57,3,0.34392888184731685,0.5864353677455041,0.4326234788361457,0.5702761909362791,0.6925766440458887,0.3948033580166811
58,3,0.5569577598412003,0.7242798651401454,0.3595981483959432,0.566525855959706,0.7416501559057114,0.7528622167214777
59,3,0.5196180680792466,0.7324516858817006,0.37988728372606273,0.9231498008918471,0.9418813513137992,0.9957800552593977
60,3,0.42522984106556105,0.6102595939400638,0.581484979902104,0.8486708337020188,0.8559958742258126,0.8310287569318151
61,3,0.6200541093046466,0.6342810948369988,0.7946121455192858,0.985283926035107,1.170583468360276,0.7503046835242925
62,3,0.6128082842577193,0.4082112699682864,0.5915198777866186,0.6324149664345069,0.8433668657822916,0.7424226269736435
63,2,0.13867044254802108,0.6666089243943183,0.7365606167790475,0.5244572564490662,0.5719305939470526,0.7975243602180474
64,3,0.18326687917554052,0.2664450173504487,0.2654190087654702,0.4618452801847004,0.39268696692193594,0.43043158496393963
65,0,0.5600973538114378,0.5174450413945567,0.16990229452000194,0.7394872006969208,0.46557460129381356,0.4395757027234608
66,1,0.70205777688614,0.37229170626957353,0.7179046860626812,0.6281308796107437,0.894015473014039,0.36864082723984115
67,3,0.5217828996431055,0.4969376615733859,0.7714445569973287,0.9683259288285848,0.9371136361506496,1.0611579271162925
68,3,0.5207700042043973,0.4739256547973767,0.4320207172054591,0.7749661063754619,0.6763301279226734,0.6864763380077143
69,3,0.4482730309986591,0.4429116680613716,0.361794914424552,0.9231215489519432,1.0217955914947772,0.9270184686928262
70,3,0.3154338458155477,0.4769779561751417,0.5554709350278881,0.7321710704748976,0.9396626507649133,0.9929439610717273
71,3,0.4492522235306188,0.30297350457195094,0.2807977584896907,0.7960111338852713,0.7835851227676616,0.7131535248605825
72,3,0.5178345419604793,0.6841103946129722,0.48693203348355374,1.0039946731564269,0.8863248356897093,0.7645402396112555
73,3,0.4972578900026098,0.5372333171232252,0.6858881173629853,1.1113335003620155,0.9724336180111045,1.2442429783927391
74,1,0.9985510233237526,0.4066254454477646,1.0108020747672617,0.8727550360645354,0.8953233657035076,0.9233321859000868
75,3,0.5894346190644774,0.343632290983235,0.40113384551623843,0.917121250056296,0.8178560975543445,0.9944392250935873
76,3,0.3291803638904005,0.25901369253112916,0.46901929281778687,0.7027508653093246,0.7449150578720973,0.7713110621810788
77,3,0.2369776229790902,0.25030125749949805,0.23368056040146046,1.0408101475373794,1.085425456822303,0.947893378089404
78,3,0.7104354693800028,0.6576098971786484,0.4933442242361479,0.9005952307207525,0.8417616748359495,0.884766062438816
79,3,0.19068018709394385,0.260484730089355,0.35958093571192806,0.8139116484355179,0.8612617054213338,0.8863716415809209
80,3,0.4504595082596131,0.42205338232595413,0.420688034199851,0.9079475162766484,0.5961786287762809,0.599759561310064
81,3,0.5103932695546598,0.42008374756365296,0.3909522404752065,0.7814064390824413,0.749850187619528,0.8509875324038556
82,0,0.3977231549262108,0.5425198684574943,0.4172043166837217,0.4330215586755902,0.4623438980734843,0.3746844337612236
83,3,0.15827105711635103,0.40968633021122536,0.389225824778229,0.9260262668662488,0.9274024987065898,1.035033929566247
84,3,0.1532996022266826,0.10082474833856747,0.2100606754398845,0.9796739287064865,0.911926627149312,0.9645777533086206
85,3,0.534691893487756,0.6114518651073686,0.3212381820044189,0.6330172077296229,0.7411951282106692,0.7250607210190698
86,3,0.3722570617874089,0.17759027946469608,0.472268315694821,1.0232747818993542,0.8922611346263019,0.8002728225915142
87,3,0.16324978140517732,0.2599029378790042,0.22017665908797668,1.0149518371029753,1.0407338704181373,0.930798783055012
88,2,0.5981522417504888,0.8710378798452725,0.3943508181916433,0.5270285412301443,0.6049025907477159,0.7540414844166466
89,3,0.6769640639999901,0.48083970515640573,0.5150564913637437,0.8721601180937993,0.8557800555945432,0.9125885498162944
90,3,0.24175177657325586,0.37260585487807885,0.32891366373160547,0.7503064456060302,0.7754731497205462,0.8349020987197381
91,dont_know
92,3,0.5894012400083734,0.5689230819199779,0.7764562463025048,0.6548439141409728,0.8525663587197339,0.8401321714266885
93,dont_know
94,3,0.6398573889371956,0.8068583561602303,0.6211354651908818,0.9328242914126025,0.7533912948867648,0.759348478972429
95,3,0.49397464028817795,0.4282978102313393,0.43355830657861516,0.7223215462068648,0.8168047597554514,0.6043315285511218
96,0,0.40653494922489586,0.6408741577432062,0.42152889785771086,0.6002096428195998,0.3933570222259727,0.5536392556582765
97,0,0.8720234695250508,0.7913915164221722,0.6169897612919372,0.7815703959918997,0.32536600374154645,0.43030036553993456
98,3,0.476889524322345,0.6356087456216426,0.4504582355027813,0.8229884345283249,0.8112336333084136,0.719217082715083
99,3,0.6093885678752213,0.6548677888196475,0.29690971927517684,0.5574061945043026,0.8568696898179883,0.744532034922968
100,1,0.3193954783571271,0.45800105836417127,0.55517907398582,0.4885937251146628,0.7339065072697593,0.2558424931271175
101,3,0.5230195057977753,0.321483783697057,0.575402193058772,0.8117392898911353,0.8849278957130741,0.6695848931361263
102,0,0.5806009415814439,0.5569577598412003,0.20817352630043062,0.7007526410397977,0.31853559190585445,0.30094193809473024
103,3,0.4722299151101287,0.2250393928700204,0.35387961261108103,0.44255508632075435,0.5905200014790093,0.40841102990578093
104,0,0.5511846333035288,0.46779275618637717,0.3739854171281608,0.6129276299080685,0.40583729334654106,0.5544671936238195
105,1,0.619178266895186,0.4029125236744888,0.6081065005091657,0.481935261292062,0.5008540493395366,0.567603684247089
106,3,0.38161040433039106,0.5115531168270455,0.5148352713603038,0.533236606573045,0.7460875812084161,0.7657422453547111
107,3,0.31257612518463296,0.4652494717036393,0.5077039611745526,0.7788692458394321,0.7504475216451539,0.6425776741184206
108,0,0.7853933162627129,0.3616469304409985,0.4671755629527633,0.5520316295495171,0.4256168180086982,0.14543228193068625
109,3,0.2844595565952738,0.5250041894544877,0.3361621843828354,1.0795065817857148,0.9729147383432537,0.9299907366034224
110,3,0.42518032165523323,0.32701090695320467,0.4697904169947561,0.5117427046459048,0.4895763525391801,0.5341828994307769
111,dont_know
112,2,0.22202954653140894,0.35387961261108103,0.4053481488263172,0.2684245350017378,0.43751515981194833,0.6128378614080873
113,3,0.5067521051431054,0.7956738990515573,0.6567228002614518,0.6577453214045192,0.9606358464282234,0.9076785603500539
114,3,0.20838723759880884,0.5559129102653834,0.518033473675521,0.8191444334705542,0.7645249565244758,0.8448904336914526
115,3,0.46776758587548306,0.5462296783846439,0.5715852118190506,0.7642391440947441,0.7328706174710791,0.7906554138800547
116,3,0.33224189599275156,0.2711068427424257,0.2950073571512568,0.7148695454362968,0.6611775338182492,0.5562878728929216
117,3,0.3117607449944665,0.3687148766429239,0.33352407743154133,0.5739105807120057,0.8170030730480192,0.7849448867699763
118,0,0.9217251024312488,1.0096212326413463,0.29717240844674897,1.0344242802212231,0.45977047132346927,0.36380625934824296
119,3,0.21766549696807103,0.29092517669690676,0.23085434390149973,0.42972937869822225,0.4179923712235425,0.47670477067469663
120,1,0.6306765619863,0.3977231549262108,0.7335077474786269,0.40678390104558515,0.6845665247107178,0.540223139993179
121,3,0.3756934511264265,0.35088661539379207,0.3823085872533424,0.5982928670528334,0.8820822749194377,0.7654981144790258
122,3,0.6302447164944165,0.5086153881141846,0.5885905918094876,0.8943120106833586,1.0789726575428833,0.8154034273330643
123,3,0.4560195617990319,0.2613377868575758,0.434119538725671,0.6083904611181643,0.6220364160415051,0.5369668290815015
124,3,0.22382743907147673,0.36973122053120355,0.46908896247271714,0.44610152608456444,0.4967260213587059,0.33598924451048007
125,dont_know
126,3,0.260484730089355,0.36270523007267375,0.12992691805856993,0.8311408871555603,0.809177283858765,0.8313652665134488
127,3,0.353445178231533,0.36794581106572455,0.37233377779499566,1.0912484957370066,1.173796086240328,1.1268241610073715
128,3,0.24059768707439633,0.74151889012762,0.7370433495678087,0.7611651820346572,0.952857796116183,0.9974966282252787
129,0,0.5730216267702288,0.5424229762509023,0.42031831508575523,0.5833938211917515,0.48218980292415803,0.44080141567002673
130,2,0.38463399925981057,1.1292244365473343,0.811917439527168,0.25845353981111363,0.38804236433571415,1.0179390096184542
131,3,0.3680981109826237,0.3167200436028259,0.24399884658261195,0.882148478211472,0.768849521699729,0.68318871374313
132,0,0.5562656764590607,0.46501253496854966,0.40973450367126585,0.5728090291623873,0.3478591272516265,0.3267898393086359
133,3,0.4649236380432086,0.5568593292170034,0.33641890094638416,0.5870875699140452,0.5154131180800474,0.5549049159897702
134,2,0.326605093716812,0.8497249030214721,0.7535486796200694,0.3310701827857415,0.4593195004981787,0.9263021676917758
135,3,0.31372344274638386,0.8225517914873213,0.8316979694898051,0.8228313837555612,0.8424688341042781,0.7934291446216629
136,1,0.8037392960739652,0.4416038102808507,0.9166880445475272,0.14255769614882408,0.7695611360218435,0.397446022204626
137,2,0.29628577377533716,0.7846528484713761,0.7255128788416016,0.5096910314542085,0.5026282778498835,0.7722060213004587
138,3,0.686322034856131,0.5007836896852007,0.29958587598778097,0.9209871822303861,1.030138609104969,0.9055430910152369
139,3,0.5168525098390528,0.31362652680997505,0.3612267140218429,0.7097360039019709,0.5574061945043026,0.6848201555439437
140,1,0.4447716109610774,0.5034753039276693,0.7448178925789142,0.46640751012409776,0.7153529970914637,0.6549035780199783
141,3,0.5422018868244529,0.3786554575643235,0.6251960447247891,0.8117392898911353,0.7013905797712217,0.6987431167675671
142,dont_know
143,3,0.3487327838672222,0.3528007986174162,0.40767265174179235,0.45796327572691153,0.5048199785381313,0.6070808354182622
144,0,0.7853933162627129,0.5520316295495171,0.4256168180086982,0.533236606573045,0.528734843480186,0.20937932905627943
145,3,0.31257612518463296,0.4652494717036393,0.5077039611745526,0.6170174405266777,0.45041030100711754,0.6471454278530999
146,2,0.2848649765686905,0.4888258464425219,0.5262807531244628,0.31253258458645716,0.3597769881184546,0.44638878420112793
147,2,0.3458144949620283,0.5845091794611459,0.4232619138084589,0.499635571003762,0.4223734502248556,0.6115860858644073
148,3,0.41053646055494586,0.1322592597936858,0.4240442432756195,0.4291976347722771,0.7044981713926696,0.45691795509908106
149,3,0.22919416451365793,0.2333808807402914,0.22170110973755008,0.4913846035235011,0.49814802286556226,0.721469405421844
150,0,0.7250718962982836,0.8466286816584394,0.8949767958716617,0.89314445545318,0.8042559559351368,0.6955517524779646
151,1,0.8183958577062865,0.6385563368148327,0.7796155019910612,0.6667105389113609,0.8286756007241254,0.4424197645320309
152,3,0.745319164693754,0.8359300015054516,0.5299894541702523,1.0487663987310307,0.8519026445763704,0.9981041446445541
153,2,0.2720265077974682,0.3951500362368222,0.39013206455629934,0.3261309970893721,0.21401059008330459,0.4196482542018505
154,0,0.3970588688414962,0.4328005161911933,0.26985151113958683,0.4179923712235425,0.2797969774666158,0.3645183200139185
155,2,0.35387961261108103,0.7246525421951042,0.8349177829337366,0.3990467130733726,0.5931066778971209,0.5878636261379513
156,0,0.5628851159131187,0.5292003105434333,0.2902464659122235,0.6083904611181643,0.7086702138015994,0.33985232673041155
157,3,0.5498869338215868,0.47965188227487865,0.6726243002201824,0.7665847789519592,0.8042100218807222,1.104411016092558
158,3,0.11856385408172843,0.09506242491817285,0.0536424574765495,0.6293775769162298,0.6690560228166409,0.6428037733140688
159,3,0.01989480604790439,0.015304195332552228,0.007791449989628885,0.6434781158697324,0.6665526170316765,0.6536315130418123
160,dont_know
161,3,0.311648822046919,0.3784418596422684,0.3365964463323271,0.41951317592808135,0.3463274352335446,0.4063294423072876
162,3,0.7145746972624742,0.5678269719803173,0.5168419895801046,0.9185037170323782,0.9497008437685986,0.8484471954575522
163,dont_know
164,3,0.4649236380432086,0.5568593292170034,0.33641890094638416,0.8230822557904144,0.6569471646808487,0.5463513677992669
165,dont_know
166,3,0.2816692810761662,0.5648835569941748,0.4918978491265641,0.8477146130557742,0.805561805068979,0.8259798558288658
167,1,0.40457476683583526,0.20505846134934536,0.41553381451419236,0.36468482926027,0.6031728906093761,0.3458144949620283
168,3,0.21678012342511566,0.253368228531904,0.24734679176155427,0.4593195004981787,0.420384027745515,0.5413397756258052
169,0,0.8811227407285313,0.7790697113328012,0.44386670815944596,0.8281450056809492,0.8997014807685964,0.6030619296233608
170,3,0.22384534348793317,0.26484444863524326,0.3774341909573127,0.7649536410684712,0.6056625514981588,0.6782090251916821
171,3,0.5313900189040955,0.7237513767039319,0.7619608495769239,0.9978262505877845,0.8640435531187669,0.8154910557079572
172,2,0.6788155353366085,0.9923767203616547,0.7573396464944568,0.7224411646577127,0.7215241824979863,0.8332102993787116
173,2,0.3839972536281919,0.5845633629484923,0.42332823207737924,0.50224543903446,0.39245708414534586,0.4812280292466071
174,3,0.3403315851401292,0.29301556985073907,0.24940295015183034,0.425631340984033,0.6129204777632391,0.6236341973665769
175,3,0.21355300932369514,0.27092361635011664,0.1727400238461756,1.0114958416127247,0.917220982359104,0.8981411911309034
176,3,0.5200364528999234,0.4221538054009242,0.5216007512665514,0.9843923629859319,0.8932363683568414,0.7005761041580948
177,3,0.25334623968291436,0.5186395152285133,0.3810275980988653,0.7044969106077659,0.5994450534757112,0.7410583034839002
178,3,0.5926311375208261,0.8047520673534169,0.3213187314951561,0.6856872689925098,0.857471216917304,0.8714923317321364
179,3,0.7758287408093374,0.7923421725719869,0.4222590177624692,1.0501597820075321,0.8093779721945124,0.8064073084960606
180,3,0.48823360119631287,0.456064517309143,0.38943816051618485,0.687916210981817,0.8281007896834509,0.7805428528477982
181,2,0.24974401082817177,0.5814481506605311,0.5693860670668432,0.5541068265161262,0.545564274597806,0.6945823809472496
182,3,0.16324978140517732,0.23721547272793608,0.14654874641279347,0.8525378453327871,0.8352054768933007,0.8540658622365414
183,1,0.37969339563772664,0.337427895795692,0.4886018522264505,0.3675308896956644,0.4180119647457077,0.4384188458726982
184,2,0.3225851303583992,0.4158285923211298,0.3153083523786312,0.2888346424028684,0.3916504020933883,0.4058170909287926
185,2,0.2078798954438924,0.33571203565808916,0.24075455846245342,0.24124255131883865,0.22653185939657794,0.37354585442487853
186,3,0.4709743145112435,0.4737590220240733,0.11286668259031318,0.5575357196213324,0.6915733806083706,0.6245995637563687
187,3,0.0992966944787439,0.14310710707814833,0.0984522346090716,0.38871439876947655,0.43355766389900185,0.31093889800711394
188,3,0.5208774719979492,0.9067167606317458,0.845585831060848,0.8265391199652657,0.9564660741042745,0.7765907870380935
189,1,0.2846128291433633,0.22860250003513727,0.27150580822451953,0.22360530786171107,0.30373799327315043,0.2346588525759702
190,3,0.38287404338300957,0.3868164864758492,0.34805761458313833,0.33054539429245944,0.4146829337875395,0.47345016021616315
191,1,0.40788393958080793,0.42400515109006154,0.4589235369736784,0.4577110480596249,0.5094665776621714,0.40498146352150777
192,3,0.2654190087654702,0.2922788098044362,0.39539862335884535,0.6394628640352141,0.6159256000346942,0.7076158877769103
193,3,0.15530304185672084,0.30988965819734593,0.2963917304111908,0.8297371017013548,0.6808403007142563,0.753818081489971
194,dont_know
195,3,0.1494365303783326,0.27579470610176027,0.14635254728328762,0.7284186072751194,0.688129472767566,0.6421851227799675
196,3,0.7509407487514304,0.8171685200851412,0.8720234695250508,0.9808540978753144,0.7968001277923572,0.9953712718541103
197,1,0.6100771252265402,0.3072571849671536,0.6165739267291821,0.6082810252395547,0.7259716476704465,0.39978622106241
198,3,0.4273725142613347,0.43342311719779425,0.3632256579167632,0.4768739536857932,0.550147844194762,0.45372206352047983
199,0,0.3970588688414962,0.39596583176404654,0.26670807499162574,0.2512496757886117,0.23545968744310963,0.2357786241162847
200,3,0.12119850384316566,0.14216231237709154,0.29702166827476084,0.3978945252578152,0.4773423993903866,0.5567957563896924
201,2,0.2618622381078013,0.7003596421023816,0.7718901808403293,0.5473346262203185,0.4161920060578722,0.9842052493873387
202,0,0.850887299065351,0.8779837198768004,0.5277058342961062,0.8799562851281797,0.7536396604357698,0.9151758054274679
203,3,0.4643073140026761,0.6159141765334502,0.5759820285370928,0.9519025327110787,0.9634057962657467,0.6429666843491164
204,2,0.22023203431220928,0.2691824790750831,0.1636092191481825,0.06097835217679881,0.20187334455301698,0.21003517623332302
205,3,0.5179893859606206,0.4750218267937141,0.5721884116459764,1.000539512302026,0.8602403436667181,0.856636063084009
206,1,0.713430804841259,0.5444879639982758,0.7819830763075382,0.6190445800957786,0.730311942877203,0.7477266405872365
207,3,0.38282300052008056,0.2457623785187305,0.4348120980826816,0.8270634158382677,1.018153010556816,0.9540458664119917
208,0,0.734594688255455,0.5390156970479819,0.3188005729738279,0.637344887937698,0.46864876935721866,0.2535772391294828
209,3,0.35101437926494694,0.33756921111763927,0.21561680922909943,0.7757537043214718,0.6176488686465145,0.5991459033105175
210,3,0.4128821714060209,0.5035970514200754,0.28921225975972253,0.8968748677211862,0.6297101474440894,0.6279616019186278
211,3,0.2191943752937342,0.6205176759775086,0.5105940777745863,0.8710594898172951,0.6320852924427853,0.6978402708530751
212,3,0.3344585853673604,0.42788846159052485,0.5860893708530406,0.5218732249007163,0.6230929413928239,0.6350549134506687
213,1,0.6559033835196877,0.620147601351978,0.7699294980246213,0.7725266277607927,0.97812840997511,0.6472699178053262
214,2,0.15192296011333006,0.552017920307412,0.5824280919017419,0.5823916553398388,0.45108022099893363,0.7561717889843403
215,3,0.27120533554652015,0.4300486557358859,0.4853483343401288,0.972995472996597,0.9678213547540626,0.9741283019906147
216,2,0.5841386803249995,0.628872180467106,0.5234822698109106,0.5418723843514998,0.46442097642018465,0.6425549215359051
217,3,0.26433572938185557,0.2362973906821284,0.31466413229289825,0.46220340879970734,0.4366798163443657,0.4129848905893796
218,3,0.5304307621372977,0.37538677022652855,0.7248724620613207,0.6884112776648433,0.9117009373578948,0.7422971297062895
219,3,0.4821192736623048,0.4301874967985593,0.8291849816449253,0.7145959699357756,0.8646697246007511,0.769820057300352
220,3,0.8720234695250508,0.7913915164221722,0.6169897612919372,0.9147292903260337,1.060859992771783,0.9062478467866704
221,3,0.476889524322345,0.5475035589160808,0.7731678798939865,0.6906582433650391,0.8044836922241441,0.8129885846886572
222,3,0.39110853333846063,0.4456433094248815,0.19068018709394385,0.5465328123332758,0.5596939080982016,0.5606994024085341
223,1,0.6851097671944785,0.2684831294302945,0.6212119663952158,0.5149605222292521,0.6301638876840503,0.38282334870794277
224,3,0.2654190087654702,0.2922788098044362,0.39539862335884535,0.5007172836534912,0.6177650565140311,0.500637222064414
225,3,0.33985232673041155,0.6083904611181643,0.5292003105434333,0.8313685826929192,0.6803814254597436,0.7918612260662673
226,2,0.7705990852767193,0.8715217560639316,0.6880809884575225,0.5367843356238327,0.8796656322743175,0.8245349798426014
227,3,0.35387961261108103,0.30872370805023686,0.45239989928221835,0.6952927160730318,0.7275035048089042,0.7886420635824067
228,3,0.19661918941685574,0.36136884842861705,0.47686887297593017,0.7276985152256723,0.767432656482514,0.8394733449526421
229,3,0.6729462314981185,0.6286689965863655,0.9268419579444782,0.8215459183902637,0.800554768270158,0.9161909536458032
230,3,0.27260811176481015,0.5926145576098625,0.629191257951168,0.8230694020275583,0.705798115511376,0.6617626452316352
231,3,0.5919355994902595,0.5030442554656713,0.39526246388086383,0.7688220812186101,0.8648924084832135,0.914060276946257
232,3,0.7939221605628083,0.32911135010041936,0.8038483787561075,1.0956764910105325,1.037135689869655,0.88688583158491
233,3,0.31573972143820894,0.27412532798483646,0.5048990414153334,0.890652352002569,0.9363969704986946,1.0394857022338124
234,2,0.09572181720119122,0.11126404140386537,0.029802972296914754,0.02579298852634937,0.09625269797670799,0.13678328336345436
235,0,0.5385082514735474,0.655385825396235,0.4415699250328361,0.5407473374516825,0.26625896847570374,0.6259102771126906
236,3,0.6408741577432062,0.6571816363623321,0.5486350226352472,0.9025821619577414,0.9168890550215497,1.0269526845193768
237,3,0.10126260255450958,0.41476675167495247,0.42815128810214576,0.7958738840906641,0.7362105277895173,0.7489692707879059
238,dont_know
239,3,0.6398573889371956,0.8068583561602303,0.6211354651908818,0.9928096660976443,0.8172340015857051,0.9389742445738231
240,3,0.49397464028817795,0.4282978102313393,0.43355830657861516,0.7441598448424245,0.7966705102436671,0.9526908397512753
241,3,0.34017126446267376,0.23751821597629164,0.17715585396645017,0.684222604184497,0.7161987866177373,0.7477577060852434
242,3,0.33985232673041155,0.4285468572249723,0.40502800530698013,0.997431424984603,1.0319786204600536,1.058105321865952
243,3,0.8017321824817133,0.8723375530201471,0.961286689271235,0.870968263199811,1.0921059292052835,0.9088918617865016
244,3,0.7221881197197144,0.7489902378246109,0.4770513994675115,0.9121818214041473,1.0286665740230614,0.7446955308296737
245,dont_know
246,3,0.1044755472063128,0.38559889310498274,0.4593321709956415,0.7966759931260594,0.7316868441945439,0.7250592280252421
247,3,0.5089671720508215,0.3247079471492381,0.7220371419332625,0.8057917780360923,1.030910764451879,0.7783093999310877
248,3,0.21708292188669043,0.3101377517258813,0.21992251467116342,0.8003869142027775,0.735892957275224,0.7102033935559353
249,3,0.22001953740997937,0.19219409771750606,0.1961226027168611,0.8774307681643317,0.9311784649863544,0.7916899520251492
250,1,0.8272301568630993,0.353445178231533,0.7194958669695769,0.5940153719261778,0.9427765876113651,0.5865061687112421
251,3,0.5275419821653787,0.5193227109250079,0.5443980706002791,0.6469619873805567,0.8176171019287655,0.7361103262346086
252,3,0.3193954783571271,0.2724763750400182,0.5973604387432212,1.0063438414431034,0.9717369281451328,0.9272260091558802
253,2,0.326605093716812,0.5836215549468711,0.4949099826697504,0.5413397756258052,0.39619989474268436,0.5570425519671589
254,3,0.12122892893056858,0.11303100616094786,0.15818044178526625,0.36368600606960555,0.4220858164180564,0.4027437358433834
255,2,0.4351962240205993,0.924733692502736,0.9356790307299068,0.7601061279794346,0.6022114505025081,0.9045193819124654
